"Capa","Nombre","Latitud","Longitud"
"Patamarca/Calderon/bosque/valle","SM7038-7","-2.912845","-78.97364"
"Patamarca/Calderon/bosque/valle","SM7038-8","-2.914445","-78.974398"
"Patamarca/Calderon/bosque/valle","SM7039-1","-2.91355","-78.967209"
"Patamarca/Calderon/bosque/valle","SM7039-3 caja llena","-2.914249","-78.965075"
"Patamarca/Calderon/bosque/valle","SM7039-2","-2.915617","-78.96519"
"Patamarca/Calderon/bosque/valle","SM7039-4","-2.913723","-78.969408"
"Patamarca/Calderon/bosque/valle","SM7039-5","-2.916933","-78.967773"
"Patamarca/Calderon/bosque/valle","SM7039-6 1/16","-2.918166","-78.968504"
"Patamarca/Calderon/bosque/valle","SM7039-7","-2.919507","-78.969716"
"Patamarca/Calderon/bosque/valle","SM7039-8","-2.920612","-78.970548"
"Patamarca/Calderon/bosque/valle","SM7040-1","-2.9048874","-78.9626111"
"Patamarca/Calderon/bosque/valle","SM7040-2","-2.906266","-78.963385"
"Patamarca/Calderon/bosque/valle","SM7040-3","-2.903816","-78.961716"
"Patamarca/Calderon/bosque/valle","SM7040-4","-2.903504","-78.960524"
"Patamarca/Calderon/bosque/valle","SM7040-5","-2.90389","-78.95908"
"Patamarca/Calderon/bosque/valle","SM70406","-2.90508","-78.95764"
"Patamarca/Calderon/bosque/valle","SM7040-8","-2.90612","-78.954048"
"Patamarca/Calderon/bosque/valle","SM7040-7","-2.903389","-78.956101"
"Patamarca/Calderon/bosque/valle","SM7048-1","-2.910492","-78.956036"
"Patamarca/Calderon/bosque/valle","SM7048-3","-2.908186","-78.958636"
"Patamarca/Calderon/bosque/valle","SM7048-2","-2.909783","-78.956697"
"Patamarca/Calderon/bosque/valle","SM7047-1","-2.917955","-78.950287"
"Patamarca/Calderon/bosque/valle","SM7047-2","-2.918303","-78.949738"
"Patamarca/Calderon/bosque/valle","SM7047-4","-2.918752","-78.950866"
"Patamarca/Calderon/bosque/valle","MarcaSM7047-3","-2.918736","-78.951308"
"Patamarca/Calderon/bosque/valle","SM7006-1","-2.908331","-78.95186"
"Patamarca/Calderon/bosque/valle","SM7006-2","-2.909406","-78.949353"
"Patamarca/Calderon/bosque/valle","SM7006-3","-2.906686","-78.948013"
"Patamarca/Calderon/bosque/valle","SM7006-4","-2.905304","-78.947019"
"Patamarca/Calderon/bosque/valle","SM7006-5","-2.9066573","-78.9512671"
"Patamarca/Calderon/bosque/valle","SM7006-6","-2.906324","-78.953325"
"Patamarca/Calderon/bosque/valle","SM7006-7","-2.907741","-78.95451"
"Patamarca/Calderon/bosque/valle","4SMP7021","-2.918413","-78.982472"
"Patamarca/Calderon/bosque/valle","SM7021-1","-2.919269","-78.981596"
"Patamarca/Calderon/bosque/valle","SM7021-2","-2.917565","-78.983811"
"Patamarca/Calderon/bosque/valle","Ext. SM7019-2","-2.928248","-78.96918"
"Patamarca/Calderon/bosque/valle","SM3001-1","-2.899598","-78.972388"
"Patamarca/Calderon/bosque/valle","SM3001-2","-2.899931","-78.972929"
"Patamarca/Calderon/bosque/valle","SM3001-6","-2.901546","-78.975647"
"Patamarca/Calderon/bosque/valle","SM3001-8","-2.902225","-78.976838"
"Patamarca/Calderon/bosque/valle","SM3002-1","-2.902729","-78.978621"
"Patamarca/Calderon/bosque/valle","SM3002-4","-2.904467","-78.977918"
"Patamarca/Calderon/bosque/valle","SM3002-4","-2.905086","-78.978907"
"Patamarca/Calderon/bosque/valle","SM3003-2","-2.906055","-78.980782"
"Patamarca/Calderon/bosque/valle","SM3003-1","-2.907675","-78.982007"
"Patamarca/Calderon/bosque/valle","SM3003-6","-2.909337","-78.983143"
"Patamarca/Calderon/bosque/valle","SM3003-7","-2.909826","-78.983552"
"Patamarca/Calderon/bosque/valle","SM3003-8","-2.910615","-78.984301"
"Patamarca/Calderon/bosque/valle","SM3001-3","-2.900227","-78.973435"
"Patamarca/Calderon/bosque/valle","SM3001-4","-2.900585","-78.974038"
"Patamarca/Calderon/bosque/valle","SM3001-5","-2.900941","-78.97462"
"Patamarca/Calderon/bosque/valle","SM3001-7","-2.901902","-78.976268"
"Patamarca/Calderon/bosque/valle","SM3002-2","-2.902022","-78.978061"
"Patamarca/Calderon/bosque/valle","SM3002-3","-2.903856","-78.977876"
"Patamarca/Calderon/bosque/valle","SM3002-5","-2.905797","-78.978411"
"Patamarca/Calderon/bosque/valle","SM3002-6","-2.905727","-78.979591"
"Patamarca/Calderon/bosque/valle","SM3002-7","-2.905167","-78.979492"
"Patamarca/Calderon/bosque/valle","SM3003-4","-2.907518","-78.980735"
"Patamarca/Calderon/bosque/valle","SM3003-5","-2.90838","-78.981195"
"Patamarca/Calderon/bosque/valle","SM3003-3","-2.906853","-78.980148"
"Patamarca/Calderon/bosque/valle","SERVICABLE","-2.896983","-78.975078"
"Patamarca/Calderon/bosque/valle","SM7007-2","-2.942938","-78.9610428"
"NAPs _Ruta_Azogues2","NAP B1.N1","-2.746305","-78.850515"
"NAPs _Ruta_Azogues2","NAP B2.N1","-2.753165","-78.846136"
"NAPs _Ruta_Azogues2","Nap B1 N2","-2.745521","-78.850898"
"NAPs _Ruta_Azogues2","Nap B1N3","-2.744322","-78.851351"
"NAPs _Ruta_Azogues2","Nap B1N4","-2.743022","-78.851697"
"NAPs _Ruta_Azogues2","Nap B1N5","-2.741403","-78.85031"
"NAPs _Ruta_Azogues2","Nap B1N7","-2.7402832","-78.8523389"
"NAPs _Ruta_Azogues2","Nap B1N8","-2.7404372","-78.8517838"
"NAPs _Ruta_Azogues2","Nap B1N9","-2.739759","-78.851714"
"NAPs _Ruta_Azogues2","Nap B1N10","-2.739139","-78.851882"
"NAPs _Ruta_Azogues2","Nap B1N11","-2.738375","-78.851786"
"NAPs _Ruta_Azogues2","Nap B1N12","-2.737296","-78.8517108"
"NAPs _Ruta_Azogues2","Nap B1N13","-2.7372505","-78.8509226"
"NAPs _Ruta_Azogues2","Nap B2N3","-2.75124","-78.846278"
"NAPs _Ruta_Azogues2","Nap B2N4","-2.750113","-78.846599"
"NAPs _Ruta_Azogues2","Nap B2N5","-2.749277","-78.846728"
"NAPs _Ruta_Azogues2","Nap B1N6","-2.749416","-78.846165"
"NAPs _Ruta_Azogues2","Nap B1N7","-2.750651","-78.845626"
"NAPs _Ruta_Azogues2","Nap B2N8","-2.75123","-78.845258"
"NAPs _Ruta_Azogues2","Nap B3N1","-2.747594","-78.844088"
"NAPs _Ruta_Azogues2","Nap B3N2","-2.746884","-78.844307"
"NAPs _Ruta_Azogues2","Nap B3N3","-2.746904","-78.845374"
"NAPs _Ruta_Azogues2","Nap B3N4","-2.746373","-78.846451"
"NAPs _Ruta_Azogues2","Nap B3N5","-2.745576","-78.846415"
"NAPs _Ruta_Azogues2","Nap B3N6","-2.744699","-78.846201"
"NAPs _Ruta_Azogues2","Nap B3N7","-2.744701","-78.846659"
"NAPs _Ruta_Azogues2","Nap B3N8","-2.743965","-78.846665"
"NAPs _Ruta_Azogues2","Nap B4N1","-2.743957","-78.843676"
"NAPs _Ruta_Azogues2","Nap B4N2","-2.744812","-78.844435"
"NAPs _Ruta_Azogues2","Nap B4N3","-2.745274","-78.845347"
"NAPs _Ruta_Azogues2","Nap B4N4","-2.744978","-78.845803"
"NAPs _Ruta_Azogues2","Nap B4N5","-2.7441063","-78.8460364"
"NAPs _Ruta_Azogues2","Nap B4N6","-2.744072","-78.845245"
"NAPs _Ruta_Azogues2","Nap B4N7","-2.7432436","-78.8451091"
"NAPs _Ruta_Azogues2","Nap B5N1","-2.742905","-78.840735"
"NAPs _Ruta_Azogues2","Nap B6N1","-2.7347594","-78.8396641"
"NAPs _Ruta_Azogues2","Nap B5N1","-2.735818","-78.839156"
"NAPs _Ruta_Azogues2","Nap B5N2","-2.7353256","-78.8380197"
"NAPs _Ruta_Azogues2","Nap B5N3","-2.7345242","-78.8370846"
"NAPs _Ruta_Azogues2","Nap B5N4","-2.7340396","-78.8367754"
"NAPs _Ruta_Azogues2","Nap B5N5","-2.7340291","-78.8375013"
"NAPs _Ruta_Azogues2","Nap B5N6","-2.7343247","-78.8382741"
"NAPs _Ruta_Azogues2","Nap B6N2","-2.734308","-78.839324"
"NAPs _Ruta_Azogues2","Nap B6N3","-2.7337297","-78.8394094"
"NAPs _Ruta_Azogues2","Nap B6N4","-2.732988","-78.839132"
"NAPs _Ruta_Azogues2","Nap B6N5","-2.7401464","-78.8423551"
"NAPs _Ruta_Azogues2","Nap B6N6","-2.73151","-78.836542"
"NAPs _Ruta_Azogues2","Nap B6N7","-2.7307097","-78.8346783"
"NAPs _Ruta_Azogues2","Nap B6N8","-2.730319","-78.833488"
"NAPs _Ruta_Azogues2","Nap B6N10","-2.7307832","-78.8318146"
"NAPs _Ruta_Azogues2","Nap B6N11","-2.7302616","-78.8312181"
"NAPs _Ruta_Azogues2","Nap B6N12","-2.729441","-78.830463"
"NAPs _Ruta_Azogues2","Nap B6N13","-2.7290532","-78.8300783"
"NAPs _Ruta_Azogues2","B13-N1","-2.7315868","-78.8460912"
"NAPs _Ruta_Azogues2","Punto 111","-2.7338737","-78.8524551"
"NAPs _Ruta_Azogues2","Punto 112","-2.7545225","-78.8483484"
"NAPs _Ruta_Azogues2","B1-N5","-2.7421097","-78.8518713"
"NAPs _Ruta_Azogues2","NapB5N7","-2.7346288","-78.8390907"
"NAPs _Ruta_Azogues2","B13-N2","-2.7271301","-78.840419"
"NAPs _Ruta_Azogues2","B13-N4","-2.7267629","-78.8478"
"NAPs _Ruta_Azogues2","B13-N3","-2.730183","-78.8487744"
"Diyer - Red Chuquipata","P1 Ha D C1-N5","-2.792733","-78.868866"
"Diyer - Red Chuquipata","P4 Ha C1 N4","-2.792117","-78.868574"
"Diyer - Red Chuquipata","P8 Ha C1 N3","-2.793504","-78.86782"
"Diyer - Red Chuquipata","P12 Ha C1 N2","-2.795014","-78.86676"
"Diyer - Red Chuquipata","P 16 ha C1 N1","-2.7957754","-78.8662588"
"Diyer - Red Chuquipata","P1 Ha C2 N1","-2.797406","-78.867557"
"Diyer - Red Chuquipata","P4 HA C2 N2","-2.797472","-78.868418"
"Diyer - Red Chuquipata","P10 HA C2 N3","-2.798404","-78.869648"
"Diyer - Red Chuquipata","P14 Ha C2 N4","-2.799528","-78.870495"
"Diyer - Red Chuquipata","P17 Ha C2 N5","-2.800233","-78.871029"
"Diyer - Red Chuquipata","P20 Ha C2 N6","-2.800972","-78.871575"
"Diyer - Red Chuquipata","P23 Ha C2 N7","-2.8017232","-78.8721372"
"Diyer - Red Chuquipata","P5 Ha C2 N8","-2.801966","-78.871479"
"Diyer - Red Chuquipata","P27 Ha C2 N9","-2.802552","-78.87186"
"Diyer - Red Chuquipata","P1 Hax C3 N1","-2.79773","-78.869113"
"Diyer - Red Chuquipata","P3 Ha C3 N2","-2.797645","-78.869622"
"Diyer - Red Chuquipata","P6 ha C3 N3","-2.797499","-78.870496"
"Diyer - Red Chuquipata","P12 C3 n3","-2.795966","-78.870284"
"Diyer - Red Chuquipata","P17 Ha C3 N6","-2.794618","-78.870048"
"Diyer - Red Chuquipata","P20 Ha C3 N7","-2.793632","-78.87046"
"Diyer - Red Chuquipata","P23 Ha C3 N8","-2.792624","-78.871064"
"Diyer - Red Chuquipata","P1 Ha c5n1","-2.799042","-78.868703"
"Diyer - Red Chuquipata","P3 Ha C5 N2","-2.799714","-78.86916"
"Diyer - Red Chuquipata","P7 Ha C5 H3","-2.8010279","-78.8698936"
"Diyer - Red Chuquipata","P12 Ha C5 n4","-2.80191","-78.869062"
"Diyer - Red Chuquipata","P17 Ha C5 n5 unión cable corto","-2.802254","-78.868586"
"Diyer - Red Chuquipata","P19 ha C5 n6","-2.801832","-78.868216"
"Diyer - Red Chuquipata","P21 ha C5 N7 fin fibra","-2.802283","-78.867799"
"Diyer - Red Chuquipata","C3-N4","-2.796808","-78.870649"
"Diyer - Red Chuquipata","El Carmin 2","-2.8049044","-78.8687792"
"Diyer - Red Chuquipata","SM1207-8","-2.9103539","-78.998984"
"Diyer - Red Chuquipata","DM-03-01-1","-2.7827569","-78.8557549"
"Diyer - Red Chuquipata","C1-N6","-2.7921195","-78.8619952"
"1 Konnek - Azogues Actualizado","A1 N1","-2.746389","-78.850716"
"1 Konnek - Azogues Actualizado","A1N2","-2.747344","-78.851807"
"1 Konnek - Azogues Actualizado","A1N3","-2.748324","-78.852019"
"1 Konnek - Azogues Actualizado","A1N4","-2.749332","-78.854268"
"1 Konnek - Azogues Actualizado","A3 N1","-2.76746","-78.846076"
"1 Konnek - Azogues Actualizado","A3 N2","-2.76764","-78.845456"
"1 Konnek - Azogues Actualizado","A3 B3","-2.767708","-78.845053"
"1 Konnek - Azogues Actualizado","A3 N4","-2.767327","-78.844972"
"1 Konnek - Azogues Actualizado","A3 N5","-2.768179","-78.844008"
"1 Konnek - Azogues Actualizado","A3 N6","-2.768484","-78.844446"
"1 Konnek - Azogues Actualizado","A3 N7","-2.768714","-78.844972"
"1 Konnek - Azogues Actualizado","A4 N1","-2.76728","-78.844216"
"1 Konnek - Azogues Actualizado","A4 N2","-2.7665319","-78.8447646"
"1 Konnek - Azogues Actualizado","A4 N3","-2.765665","-78.843435"
"1 Konnek - Azogues Actualizado","A4 N4","-2.764658","-78.843377"
"1 Konnek - Azogues Actualizado","A4 N5","-2.763756","-78.843355"
"1 Konnek - Azogues Actualizado","A4 N6","-2.762867","-78.844136"
"1 Konnek - Azogues Actualizado","A4 N7","-2.76264","-78.844932"
"1 Konnek - Azogues Actualizado","A5-N1 (Caja Manga)","-2.7690661","-78.8456436"
"1 Konnek - Azogues Actualizado","A5-N2","-2.7693553","-78.8440016"
"1 Konnek - Azogues Actualizado","A5-N6","-2.7692782","-78.8432206"
"1 Konnek - Azogues Actualizado","A5-N3","-2.768824","-78.841881"
"1 Konnek - Azogues Actualizado","A5-N4","-2.768108","-78.841623"
"1 Konnek - Azogues Actualizado","A5-N5","-2.767324","-78.841303"
"1 Konnek - Azogues Actualizado","A6-N1 (Caja Manga)","-2.769561","-78.842239"
"1 Konnek - Azogues Actualizado","A6-N2","-2.769967","-78.84196"
"1 Konnek - Azogues Actualizado","A6 N3","-2.770635","-78.842854"
"1 Konnek - Azogues Actualizado","A6 N4","-2.771478","-78.841903"
"1 Konnek - Azogues Actualizado","A6 N5","-2.771937","-78.842487"
"1 Konnek - Azogues Actualizado","A6 N6","-2.773518","-78.842166"
"1 Konnek - Azogues Actualizado","A7 N1","-2.765713","-78.846914"
"1 Konnek - Azogues Actualizado","A7 N2","-2.766709","-78.8472182"
"1 Konnek - Azogues Actualizado","A7 N3","-2.768316","-78.847749"
"1 Konnek - Azogues Actualizado","A7 N4","-2.769978","-78.848159"
"1 Konnek - Azogues Actualizado","A7 N5","-2.7712768","-78.848419"
"1 Konnek - Azogues Actualizado","A7 N6","-2.772534","-78.848959"
"1 Konnek - Azogues Actualizado","A7 N7","-2.774151","-78.85034"
"1 Konnek - Azogues Actualizado","A1.N8","-2.77416","-78.849641"
"1 Konnek - Azogues Actualizado","A8 N1","-2.774508","-78.847823"
"1 Konnek - Azogues Actualizado","A8 N2","-2.773071","-78.8446059"
"1 Konnek - Azogues Actualizado","A8 N3","-2.776396","-78.848162"
"1 Konnek - Azogues Actualizado","A8 N4","-2.775758","-78.849226"
"1 Konnek - Azogues Actualizado","A8 N5","-2.776545","-78.850394"
"1 Konnek - Azogues Actualizado","A8 N6","-2.777346","-78.850143"
"1 Konnek - Azogues Actualizado","A8 N7","-2.777806","-78.849323"
"1 Konnek - Azogues Actualizado","A8 N8","-2.777784","-78.847406"
"1 Konnek - Azogues Actualizado","A8 N10","-2.778628","-78.845414"
"1 Konnek - Azogues Actualizado","A9.N1","-2.7688037","-78.8509079"
"1 Konnek - Azogues Actualizado","A9.N2","-2.7667577","-78.8505393"
"1 Konnek - Azogues Actualizado","A9.N3","-2.761447","-78.849944"
"1 Konnek - Azogues Actualizado","A9.N4","-2.760836","-78.854836"
"1 Konnek - Azogues Actualizado","A9.N5","-2.757439","-78.853978"
"1 Konnek - Azogues Actualizado","Finales","-2.7495431","-78.8493714"
"1 Konnek - Azogues Actualizado","C4-N1","-2.7484095","-78.8443199"
"1 Konnek - Azogues Actualizado","C4.N2","-2.74575","-78.84066"
"1 Konnek - Azogues Actualizado","C4.N3","-2.7432903","-78.8381396"
"1 Konnek - Azogues Actualizado","C6.N2","-2.7426625","-78.8232052"
"1 Konnek - Azogues Actualizado","C6.N3","-2.7412487","-78.8219926"
"1 Konnek - Azogues Actualizado","C6.N5","-2.7383785","-78.8196059"
"1 Konnek - Azogues Actualizado","C6.N6","-2.7380718","-78.8184772"
"1 Konnek - Azogues Actualizado","C6.N7","-2.7374197","-78.8161201"
"1 Konnek - Azogues Actualizado","C8.N1","-2.736937","-78.8152454"
"1 Konnek - Azogues Actualizado","C3.N8","-2.734574","-78.812994"
"1 Konnek - Azogues Actualizado","Punto 90","-2.7516115","-78.8415014"
"1 Konnek - Azogues Actualizado","C6-N4","-2.7401172","-78.8209655"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-1","-2.916454","-79.009966"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-2","-2.915836","-79.011201"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-3","-2.916793","-79.012602"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-4","-2.916007","-79.013458"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-5","-2.917199","-79.01311"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-6","-2.917089","-79.010907"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","KM0903-7  MALL","-2.918389","-79.015448"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nodo Konnek","-2.91843","-79.038845"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Acceso Cubo Telecom","-2.915024","-79.035226"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N1","-2.918751","-79.03887"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N2","-2.919977","-79.038851"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N3","-2.920388","-79.037955"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N4","-2.921255","-79.036457"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N5","-2.922222","-79.036242"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N6","-2.922737","-79.037207"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap K.N7","-2.923776","-79.038108"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11-12","-2.927479","-79.042725"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N1","-2.928331","-79.042783"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N2","-2.929253","-79.043047"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N3","-2.930725","-79.043542"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N4","-2.931147","-79.042857"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N5","-2.930158","-79.042458"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N6","-2.930045","-79.041175"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap B11.N7","-2.929148","-79.040439"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 13","-2.941708","-79.048784"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 14","-2.941355","-79.047594"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 15","-2.939454","-79.047795"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 16","-2.93823","-79.047087"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 17","-2.937689","-79.04625"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Punto 18","-2.936674","-79.045831"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","hilo tomate","-2.934562","-79.044886"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","hilo azul drop 8h","-2.932957","-79.044085"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N1","-2.9209594","-79.0475014"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N2","-2.9225087","-79.0485127"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N3","-2.924885","-79.049538"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N4","-2.925288","-79.048321"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N5","-2.926117","-79.048712"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N6","-2.926498","-79.050109"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap G.N7","-2.926734","-79.051782"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N1","-2.927262","-79.053555"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N2","-2.92844","-79.055206"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N3","-2.927278","-79.055991"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N4","-2.9230888","-79.0528639"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N5","-2.925642","-79.058447"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N6","-2.925351","-79.059831"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","H-N7","-2.9217878","-79.0597112"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N8","-2.924436","-79.06229"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap H.N9","-2.923616","-79.062564"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N1","-2.9294","-79.054355"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N2","-2.930126","-79.053934"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N3","-2.930812","-79.052433"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N4","-2.931066","-79.050788"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N5","-2.931583","-79.049622"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N6","-2.932113","-79.047642"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N7","-2.932888","-79.047149"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N8","-2.932542","-79.046215"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N9","-2.931592","-79.04599"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap I.N10","-2.932288","-79.04526"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N1","-2.92668","-79.038891"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N2","-2.926032","-79.037588"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N3","-2.9263804","-79.0362413"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N5","-2.9288528","-79.0364336"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N6","-2.931145","-79.0371472"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N8","-2.931415","-79.0357582"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N9","-2.930706","-79.034212"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N10","-2.9292385","-79.0330529"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap J.N11","-2.9311449","-79.0321834"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P64d Nap Ramal Iglesias","-2.917997","-79.055396"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P6D Nap B1","-2.922212","-79.045348"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P18D. NAPb2","-2.922107","-79.047618"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P23D napb3","-2.92288","-79.046984"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P30i nap B4","-2.923935","-79.045634"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P35D napb5","-2.925202","-79.045168"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P41d napb6","-2.92649","-79.046004"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P47 napb7","-2.927507","-79.04627"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P55i nap b8","-2.928808","-79.046956"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P62I nap b9","-2.928592","-79.04489"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P69I nap b10","-2.927628","-79.044115"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 6 Nap C1","-2.922871","-79.044333"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 9 Nap C2","-2.923729","-79.043492"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 14 Nap C3","-2.923664","-79.042213"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 17 Nap C4","-2.923207","-79.041373"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 20 nap C5","-2.922248","-79.041017"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 25 Nap C6","-2.921581","-79.041696"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 32 Nap C7","-2.920697","-79.040837"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 37 Nap8","-2.92162","-79.03951"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 40 - Nap9","-2.922412","-79.039686"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Pos 44 nap 10","-2.922722","-79.040241"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N1","-2.922277","-79.043873"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N2","-2.921876","-79.042827"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N3","-2.92097","-79.044106"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N4","-2.920994","-79.045045"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N5","-2.920068","-79.045353"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N6","-2.918666","-79.042785"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N7","-2.91868","-79.040709"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N8","-2.917153","-79.040539"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N9","-2.917068","-79.04303"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","D-N10","-2.91646","-79.043872"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","A1-N2","-2.910385","-79.061674"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","A1-N3","-2.911289","-79.061181"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","A1-N4","-2.911262","-79.059997"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","A1-N6","-2.910479","-79.058499"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","Nap 1","-2.927479","-79.042725"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P4D nap1","-2.928331","-79.042783"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P8D nap2","-2.929253","-79.043047"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P12D nap3","-2.930725","-79.043542"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P19 Nap 4","-2.931147","-79.042857"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P22 D Nap 5","-2.930158","-79.042458"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P1D-NapD1","-2.918056","-79.055434"
"CUENCA 14/12/2021 Konnek Zona de Cobertura","P6D-NAPD2","-2.918085","-79.057145"
